0 100 99
19 39 200 0
19 40 200 0
19 41 200 0
19 42 200 0
19 43 200 0
19 44 200 0
19 45 200 0
19 46 200 0
19 47 200 0
19 48 200 0
19 49 200 0
19 50 200 0
19 51 200 0
19 52 200 0
19 53 200 0
19 54 200 0
19 55 200 0
19 56 200 0
19 57 200 0
19 58 200 0
19 59 200 0
19 60 200 0
19 61 200 0
19 62 200 0
19 63 200 0
19 64 200 0
19 65 200 0
19 66 200 0
19 67 200 0
19 68 200 0
19 69 200 0
19 70 200 0
19 71 200 0
19 72 200 0
19 73 200 0
19 74 200 0
19 75 200 0
19 76 200 0
19 77 200 0
19 78 200 0
19 79 200 0
19 80 200 0
19 81 200 0
19 82 200 0
19 83 200 0
19 84 200 0
19 85 200 0
19 86 200 0
19 87 200 0
19 88 200 0
19 89 200 0
19 90 200 0
19 91 200 0
19 92 200 0
19 93 200 0
19 94 200 0
19 95 200 0
19 96 200 0
19 97 200 0
19 98 200 0
19 99 200 0
19 100 200 0
20 21 1 1
20 22 200 0
20 23 200 0
20 24 200 0
20 25 200 0
20 26 200 0
20 27 200 0
20 28 200 0
20 29 200 0
20 30 200 0
20 31 200 0
20 32 200 0
20 33 200 0
20 34 200 0
20 35 200 0
20 36 200 0
20 37 200 0
20 38 200 0
20 39 200 0
20 40 200 0
20 41 200 0
20 42 200 0
20 43 200 0
20 44 200 0
20 45 200 0
20 46 200 0
20 47 200 0
20 48 200 0
20 49 200 0
20 50 200 0
20 51 200 0
20 52 200 0
20 53 200 0
20 54 200 0
20 55 200 0
20 56 200 0
20 57 200 0
20 58 200 0
20 59 200 0
20 60 200 0
20 61 200 0
20 62 200 0
20 63 200 0
20 64 200 0
20 65 200 0
20 66 200 0
20 67 200 0
20 68 200 0
20 69 200 0
20 70 200 0
20 71 200 0
20 72 200 0
20 73 200 0
20 74 200 0
20 75 200 0
20 76 200 0
20 77 200 0
20 78 200 0
20 79 200 0
20 80 200 0
20 81 200 0
20 82 200 0
20 83 200 0
20 84 200 0
20 85 200 0
20 86 200 0
20 87 200 0
20 88 200 0
20 89 200 0
20 90 200 0
20 91 200 0
20 92 200 0
20 93 200 0
20 94 200 0
20 95 200 0
20 96 200 0
20 97 200 0
20 98 200 0
20 99 200 0
20 100 200 0
21 22 1 1
21 23 200 0
21 24 200 0
21 25 200 0
21 26 200 0
21 27 200 0
21 28 200 0
21 29 200 0
21 30 200 0
21 31 200 0
21 32 200 0
21 33 200 0
21 34 200 0
21 35 200 0
21 36 200 0
21 37 200 0
21 38 200 0
21 39 200 0
21 40 200 0
21 41 200 0
21 42 200 0
21 43 200 0
21 44 200 0
21 45 200 0
21 46 200 0
21 47 200 0
21 48 200 0
21 49 200 0
21 50 200 0
21 51 200 0
21 52 200 0
21 53 200 0
21 54 200 0
21 55 200 0
21 56 200 0
21 57 200 0
21 58 200 0
21 59 200 0
21 60 200 0
21 61 200 0
21 62 200 0
21 63 200 0
21 64 200 0
21 65 200 0
21 66 200 0
21 67 200 0
21 68 200 0
21 69 200 0
21 70 200 0
21 71 200 0
21 72 200 0
21 73 200 0
21 74 200 0
21 75 200 0
21 76 200 0
21 77 200 0
21 78 200 0
21 79 200 0
21 80 200 0
21 81 200 0
21 82 200 0
21 83 200 0
21 84 200 0
21 85 200 0
21 86 200 0
21 87 200 0
21 88 200 0
21 89 200 0
21 90 200 0
21 91 200 0
21 92 200 0
21 93 200 0
21 94 200 0
21 95 200 0
21 96 200 0
21 97 200 0
21 98 200 0
21 99 200 0
21 100 200 0
22 23 1 1
22 24 200 0
22 25 200 0
22 26 200 0
22 27 200 0
22 28 200 0
22 29 200 0
22 30 200 0
22 31 200 0
22 32 200 0
22 33 200 0
22 34 200 0
22 35 200 0
22 36 200 0
22 37 200 0
22 38 200 0
22 39 200 0
22 40 200 0
22 41 200 0
22 42 200 0
22 43 200 0
22 44 200 0
22 45 200 0
22 46 200 0
22 47 200 0
22 48 200 0
22 49 200 0
22 50 200 0
22 51 200 0
22 52 200 0
22 53 200 0
22 54 200 0
22 55 200 0
22 56 200 0
22 57 200 0
22 58 200 0
22 59 200 0
22 60 200 0
22 61 200 0
22 62 200 0
22 63 200 0
22 64 200 0
22 65 200 0
22 66 200 0
22 67 200 0
22 68 200 0
22 69 200 0
22 70 200 0
22 71 200 0
22 72 200 0
22 73 200 0
22 74 200 0
22 75 200 0
22 76 200 0
22 77 200 0
22 78 200 0
22 79 200 0
22 80 200 0
22 81 200 0
22 82 200 0
22 83 200 0
22 84 200 0
22 85 200 0
22 86 200 0
22 87 200 0
22 88 200 0
22 89 200 0
22 90 200 0
22 91 200 0
22 92 200 0
22 93 200 0
22 94 200 0
22 95 200 0
22 96 200 0
22 97 200 0
22 98 200 0
22 99 200 0
22 100 200 0
23 24 1 1
23 25 200 0
23 26 200 0
23 27 200 0
23 28 200 0
23 29 200 0
23 30 200 0
23 31 200 0
23 32 200 0
23 33 200 0
23 34 200 0
23 35 200 0
23 36 200 0
23 37 200 0
23 38 200 0
23 39 200 0
23 40 200 0
23 41 200 0
23 42 200 0
23 43 200 0
23 44 200 0
23 45 200 0
23 46 200 0
23 47 200 0
23 48 200 0
23 49 200 0
23 50 200 0
23 51 200 0
23 52 200 0
23 53 200 0
23 54 200 0
23 55 200 0
23 56 200 0
23 57 200 0
23 58 200 0
23 59 200 0
23 60 200 0
23 61 200 0
23 62 200 0
23 63 200 0
23 64 200 0
23 65 200 0
23 66 200 0
23 67 200 0
23 68 200 0
23 69 200 0
23 70 200 0
23 71 200 0
23 72 200 0
23 73 200 0
23 74 200 0
23 75 200 0
23 76 200 0
23 77 200 0
23 78 200 0
23 79 200 0
23 80 200 0
23 81 200 0
23 82 200 0
23 83 200 0
23 84 200 0
23 85 200 0
23 86 200 0
23 87 200 0
23 88 200 0
23 89 200 0
23 90 200 0
23 91 200 0
23 92 200 0
23 93 200 0
23 94 200 0
23 95 200 0
23 96 200 0
23 97 200 0
23 98 200 0
23 99 200 0
23 100 200 0
24 25 1 1
24 26 200 0
24 27 200 0
24 28 200 0
24 29 200 0
24 30 200 0
24 31 200 0
24 32 200 0
24 33 200 0
24 34 200 0
24 35 200 0
24 36 200 0
24 37 200 0
24 38 200 0
24 39 200 0
24 40 200 0
24 41 200 0
24 42 200 0
24 43 200 0
24 44 200 0
24 45 200 0
24 46 200 0
24 47 200 0
24 48 200 0
24 49 200 0
24 50 200 0
24 51 200 0
24 52 200 0
24 53 200 0
24 54 200 0
24 55 200 0
24 56 200 0
24 57 200 0
24 58 200 0
24 59 200 0
24 60 200 0
24 61 200 0
24 62 200 0
24 63 200 0
24 64 200 0
24 65 200 0
24 66 200 0
24 67 200 0
24 68 200 0
24 69 200 0
24 70 200 0
24 71 200 0
24 72 200 0
24 73 200 0
24 74 200 0
24 75 200 0
24 76 200 0
24 77 200 0
24 78 200 0
24 79 200 0
24 80 200 0
24 81 200 0
24 82 200 0
24 83 200 0
24 84 200 0
24 85 200 0
24 86 200 0
24 87 200 0
24 88 200 0
24 89 200 0
24 90 200 0
24 91 200 0
24 92 200 0
24 93 200 0
24 94 200 0
24 95 200 0
24 96 200 0
24 97 200 0
24 98 200 0
24 99 200 0
24 100 200 0
25 26 1 1
25 27 200 0
25 28 200 0
25 29 200 0
25 30 200 0
25 31 200 0
25 32 200 0
25 33 200 0
25 34 200 0
25 35 200 0
25 36 200 0
25 37 200 0
25 38 200 0
25 39 200 0
25 40 200 0
25 41 200 0
25 42 200 0
25 43 200 0
25 44 200 0
25 45 200 0
25 46 200 0
25 47 200 0
25 48 200 0
25 49 200 0
25 50 200 0
25 51 200 0
25 52 200 0
25 53 200 0
25 54 200 0
25 55 200 0
25 56 200 0
25 57 200 0
25 58 200 0
25 59 200 0
25 60 200 0
25 61 200 0
25 62 200 0
25 63 200 0
25 64 200 0
25 65 200 0
25 66 200 0
25 67 200 0
25 68 200 0
25 69 200 0
25 70 200 0
25 71 200 0
25 72 200 0
25 73 200 0
25 74 200 0
25 75 200 0
25 76 200 0
25 77 200 0
25 78 200 0
25 79 200 0
25 80 200 0
25 81 200 0
25 82 200 0
25 83 200 0
25 84 200 0
25 85 200 0
25 86 200 0
25 87 200 0
25 88 200 0
25 89 200 0
25 90 200 0
25 91 200 0
25 92 200 0
25 93 200 0
25 94 200 0
25 95 200 0
25 96 200 0
25 97 200 0
25 98 200 0
25 99 200 0
25 100 200 0
26 27 1 1
26 28 200 0
26 29 200 0
26 30 200 0
26 31 200 0
26 32 200 0
26 33 200 0
26 34 200 0
26 35 200 0
26 36 200 0
26 37 200 0
26 38 200 0
26 39 200 0
26 40 200 0
26 41 200 0
26 42 200 0
26 43 200 0
26 44 200 0
26 45 200 0
26 46 200 0
26 47 200 0
26 48 200 0
26 49 200 0
26 50 200 0
26 51 200 0
26 52 200 0
26 53 200 0
26 54 200 0
26 55 200 0
26 56 200 0
26 57 200 0
26 58 200 0
26 59 200 0
26 60 200 0
26 61 200 0
26 62 200 0
26 63 200 0
26 64 200 0
26 65 200 0
26 66 200 0
26 67 200 0
26 68 200 0
26 69 200 0
26 70 200 0
26 71 200 0
26 72 200 0
26 73 200 0
26 74 200 0
26 75 200 0
26 76 200 0
26 77 200 0
26 78 200 0
26 79 200 0
26 80 200 0
26 81 200 0
26 82 200 0
26 83 200 0
26 84 200 0
26 85 200 0
26 86 200 0
26 87 200 0
26 88 200 0
26 89 200 0
26 90 200 0
26 91 200 0
26 92 200 0
26 93 200 0
26 94 200 0
26 95 200 0
26 96 200 0
26 97 200 0
26 98 200 0
26 99 200 0
26 100 200 0
27 28 1 1
27 29 200 0
27 30 200 0
27 31 200 0
27 32 200 0
27 33 200 0
27 34 200 0
27 35 200 0
27 36 200 0
27 37 200 0
27 38 200 0
27 39 200 0
27 40 200 0
27 41 200 0
27 42 200 0
27 43 200 0
27 44 200 0
27 45 200 0
27 46 200 0
27 47 200 0
27 48 200 0
27 49 200 0
27 50 200 0
27 51 200 0
27 52 200 0
27 53 200 0
27 54 200 0
27 55 200 0
27 56 200 0
27 57 200 0
27 58 200 0
27 59 200 0
27 60 200 0
27 61 200 0
27 62 200 0
27 63 200 0
27 64 200 0
27 65 200 0
27 66 200 0
27 67 200 0
27 68 200 0
27 69 200 0
27 70 200 0
27 71 200 0
27 72 200 0
27 73 200 0
27 74 200 0
27 75 200 0
27 76 200 0
27 77 200 0
27 78 200 0
27 79 200 0
27 80 200 0
27 81 200 0
27 82 200 0
27 83 200 0
27 84 200 0
27 85 200 0
27 86 200 0
27 87 200 0
27 88 200 0
27 89 200 0
27 90 200 0
27 91 200 0
27 92 200 0
27 93 200 0
27 94 200 0
27 95 200 0
27 96 200 0
27 97 200 0
27 98 200 0
27 99 200 0
27 100 200 0
28 29 1 1
28 30 200 0
28 31 200 0
28 32 200 0
28 33 200 0
28 34 200 0
28 35 200 0
28 36 200 0
28 37 200 0
28 38 200 0
28 39 200 0
28 40 200 0
28 41 200 0
28 42 200 0
28 43 200 0
28 44 200 0
28 45 200 0
28 46 200 0
28 47 200 0
28 48 200 0
28 49 200 0
28 50 200 0
28 51 200 0
28 52 200 0
28 53 200 0
28 54 200 0
28 55 200 0
28 56 200 0
28 57 200 0
28 58 200 0
28 59 200 0
28 60 200 0
28 61 200 0
28 62 200 0
28 63 200 0
28 64 200 0
28 65 200 0
28 66 200 0
28 67 200 0
28 68 200 0
28 69 200 0
28 70 200 0
28 71 200 0
28 72 200 0
28 73 200 0
28 74 200 0
28 75 200 0
28 76 200 0
28 77 200 0
28 78 200 0
28 79 200 0
28 80 200 0
28 81 200 0
28 82 200 0
28 83 200 0
28 84 200 0
28 85 200 0
28 86 200 0
28 87 200 0
28 88 200 0
28 89 200 0
28 90 200 0
28 91 200 0
28 92 200 0
28 93 200 0
28 94 200 0
28 95 200 0
28 96 200 0
28 97 200 0
28 98 200 0
28 99 200 0
28 100 200 0
29 30 1 1
29 31 200 0
29 32 200 0
29 33 200 0
29 34 200 0
29 35 200 0
29 36 200 0
29 37 200 0
29 38 200 0
29 39 200 0
29 40 200 0
29 41 200 0
29 42 200 0
29 43 200 0
29 44 200 0
29 45 200 0
29 46 200 0
29 47 200 0
29 48 200 0
29 49 200 0
29 50 200 0
29 51 200 0
29 52 200 0
29 53 200 0
29 54 200 0
29 55 200 0
29 56 200 0
29 57 200 0
29 58 200 0
29 59 200 0
29 60 200 0
29 61 200 0
29 62 200 0
29 63 200 0
29 64 200 0
29 65 200 0
29 66 200 0
29 67 200 0
29 68 200 0
29 69 200 0
29 70 200 0
29 71 200 0
29 72 200 0
29 73 200 0
29 74 200 0
29 75 200 0
29 76 200 0
29 77 200 0
29 78 200 0
29 79 200 0
29 80 200 0
29 81 200 0
29 82 200 0
29 83 200 0
29 84 200 0
29 85 200 0
29 86 200 0
29 87 200 0
29 88 200 0
29 89 200 0
29 90 200 0
29 91 200 0
29 92 200 0
29 93 200 0
29 94 200 0
29 95 200 0
29 96 200 0
29 97 200 0
29 98 200 0
29 99 200 0
29 100 200 0
30 31 1 1
30 32 200 0
30 33 200 0
30 34 200 0
30 35 200 0
30 36 200 0
30 37 200 0
30 38 200 0
30 39 200 0
30 40 200 0
30 41 200 0
30 42 200 0
30 43 200 0
30 44 200 0
30 45 200 0
30 46 200 0
30 47 200 0
30 48 200 0
30 49 200 0
30 50 200 0
30 51 200 0
30 52 200 0
30 53 200 0
30 54 200 0
30 55 200 0
30 56 200 0
30 57 200 0
30 58 200 0
30 59 200 0
30 60 200 0
30 61 200 0
30 62 200 0
30 63 200 0
30 64 200 0
30 65 200 0
30 66 200 0
30 67 200 0
30 68 200 0
30 69 200 0
30 70 200 0
30 71 200 0
30 72 200 0
30 73 200 0
30 74 200 0
30 75 200 0
30 76 200 0
30 77 200 0
30 78 200 0
30 79 200 0
30 80 200 0
30 81 200 0
30 82 200 0
30 83 200 0
30 84 200 0
30 85 200 0
30 86 200 0
30 87 200 0
30 88 200 0
30 89 200 0
30 90 200 0
30 91 200 0
30 92 200 0
30 93 200 0
30 94 200 0
30 95 200 0
30 96 200 0
30 97 200 0
30 98 200 0
30 99 200 0
30 100 200 0
31 32 1 1
31 33 200 0
31 34 200 0
31 35 200 0
31 36 200 0
31 37 200 0
31 38 200 0
31 39 200 0
31 40 200 0
31 41 200 0
31 42 200 0
31 43 200 0
31 44 200 0
31 45 200 0
31 46 200 0
31 47 200 0
31 48 200 0
31 49 200 0
31 50 200 0
31 51 200 0
31 52 200 0
31 53 200 0
31 54 200 0
31 55 200 0
31 56 200 0
31 57 200 0
31 58 200 0
31 59 200 0
31 60 200 0
31 61 200 0
31 62 200 0
31 63 200 0
31 64 200 0
31 65 200 0
31 66 200 0
31 67 200 0
31 68 200 0
31 69 200 0
31 70 200 0
31 71 200 0
31 72 200 0
31 73 200 0
31 74 200 0
31 75 200 0
31 76 200 0
31 77 200 0
31 78 200 0
31 79 200 0
31 80 200 0
31 81 200 0
31 82 200 0
31 83 200 0
31 84 200 0
31 85 200 0
31 86 200 0
31 87 200 0
31 88 200 0
31 89 200 0
31 90 200 0
31 91 200 0
31 92 200 0
31 93 200 0
31 94 200 0
31 95 200 0
31 96 200 0
31 97 200 0
31 98 200 0
31 99 200 0
31 100 200 0
32 33 1 1
32 34 200 0
32 35 200 0
32 36 200 0
32 37 200 0
32 38 200 0
32 39 200 0
32 40 200 0
32 41 200 0
32 42 200 0
32 43 200 0
32 44 200 0
32 45 200 0
32 46 200 0
32 47 200 0
32 48 200 0
32 49 200 0
32 50 200 0
32 51 200 0
32 52 200 0
32 53 200 0
32 54 200 0
32 55 200 0
32 56 200 0
32 57 200 0
32 58 200 0
32 59 200 0
32 60 200 0
32 61 200 0
32 62 200 0
32 63 200 0
32 64 200 0
32 65 200 0
32 66 200 0
32 67 200 0
32 68 200 0
32 69 200 0
32 70 200 0
32 71 200 0
32 72 200 0
32 73 200 0
32 74 200 0
32 75 200 0
32 76 200 0
32 77 200 0
32 78 200 0
32 79 200 0
32 80 200 0
32 81 200 0
32 82 200 0
32 83 200 0
32 84 200 0
32 85 200 0
32 86 200 0
32 87 200 0
32 88 200 0
32 89 200 0
32 90 200 0
32 91 200 0
32 92 200 0
32 93 200 0
32 94 200 0
32 95 200 0
32 96 200 0
32 97 200 0
32 98 200 0
32 99 200 0
32 100 200 0
33 34 1 1
33 35 200 0
33 36 200 0
33 37 200 0
33 38 200 0
33 39 200 0
33 40 200 0
33 41 200 0
33 42 200 0
33 43 200 0
33 44 200 0
33 45 200 0
33 46 200 0
33 47 200 0
33 48 200 0
33 49 200 0
33 50 200 0
33 51 200 0
33 52 200 0
33 53 200 0
33 54 200 0
33 55 200 0
33 56 200 0
33 57 200 0
33 58 200 0
33 59 200 0
33 60 200 0
33 61 200 0
33 62 200 0
33 63 200 0
33 64 200 0
33 65 200 0
33 66 200 0
33 67 200 0
33 68 200 0
33 69 200 0
33 70 200 0
33 71 200 0
33 72 200 0
33 73 200 0
33 74 200 0
33 75 200 0
33 76 200 0
33 77 200 0
33 78 200 0
33 79 200 0
33 80 200 0
33 81 200 0
33 82 200 0
33 83 200 0
33 84 200 0
33 85 200 0
33 86 200 0
33 87 200 0
33 88 200 0
33 89 200 0
33 90 200 0
33 91 200 0
33 92 200 0
33 93 200 0
33 94 200 0
33 95 200 0
33 96 200 0
33 97 200 0
33 98 200 0
33 99 200 0
33 100 200 0
34 35 1 1
34 36 200 0
34 37 200 0
34 38 200 0
34 39 200 0
34 40 200 0
34 41 200 0
34 42 200 0
34 43 200 0
34 44 200 0
34 45 200 0
34 46 200 0
34 47 200 0
34 48 200 0
34 49 200 0
34 50 200 0
34 51 200 0
34 52 200 0
34 53 200 0
34 54 200 0
34 55 200 0
34 56 200 0
34 57 200 0
34 58 200 0
34 59 200 0
34 60 200 0
34 61 200 0
34 62 200 0
34 63 200 0
34 64 200 0
34 65 200 0
34 66 200 0
34 67 200 0
34 68 200 0
34 69 200 0
34 70 200 0
34 71 200 0
34 72 200 0
34 73 200 0
34 74 200 0
34 75 200 0
34 76 200 0
34 77 200 0
34 78 200 0
34 79 200 0
34 80 200 0
34 81 200 0
34 82 200 0
34 83 200 0
34 84 200 0
34 85 200 0
34 86 200 0
34 87 200 0
34 88 200 0
34 89 200 0
34 90 200 0
34 91 200 0
34 92 200 0
34 93 200 0
34 94 200 0
34 95 200 0
34 96 200 0
34 97 200 0
34 98 200 0
34 99 200 0
34 100 200 0
35 36 1 1
35 37 200 0
35 38 200 0
35 39 200 0
35 40 200 0
35 41 200 0
35 42 200 0
35 43 200 0
35 44 200 0
35 45 200 0
35 46 200 0
35 47 200 0
35 48 200 0
35 49 200 0
35 50 200 0
35 51 200 0
35 52 200 0
35 53 200 0
35 54 200 0
35 55 200 0
35 56 200 0
35 57 200 0
35 58 200 0
35 59 200 0
35 60 200 0
35 61 200 0
35 62 200 0
35 63 200 0
35 64 200 0
35 65 200 0
35 66 200 0
35 67 200 0
35 68 200 0
35 69 200 0
35 70 200 0
35 71 200 0
35 72 200 0
35 73 200 0
35 74 200 0
35 75 200 0
35 76 200 0
35 77 200 0
35 78 200 0
35 79 200 0
35 80 200 0
35 81 200 0
35 82 200 0
35 83 200 0
35 84 200 0
35 85 200 0
35 86 200 0
35 87 200 0
35 88 200 0
35 89 200 0
35 90 200 0
35 91 200 0
35 92 200 0
35 93 200 0
35 94 200 0
35 95 200 0
35 96 200 0
35 97 200 0
35 98 200 0
35 99 200 0
35 100 200 0
36 37 1 1
36 38 200 0
36 39 200 0
36 40 200 0
36 41 200 0
36 42 200 0
36 43 200 0
36 44 200 0
36 45 200 0
36 46 200 0
36 47 200 0
36 48 200 0
36 49 200 0
36 50 200 0
36 51 200 0
36 52 200 0
36 53 200 0
36 54 200 0
36 55 200 0
36 56 200 0
36 57 200 0
36 58 200 0
36 59 200 0
36 60 200 0
36 61 200 0
36 62 200 0
36 63 200 0
36 64 200 0
36 65 200 0
36 66 200 0
36 67 200 0
36 68 200 0
36 69 200 0
36 70 200 0
36 71 200 0
36 72 200 0
36 73 200 0
36 74 200 0
36 75 200 0
36 76 200 0
36 77 200 0
36 78 200 0
36 79 200 0
36 80 200 0
36 81 200 0
36 82 200 0
36 83 200 0
36 84 200 0
36 85 200 0
36 86 200 0
36 87 200 0
36 88 200 0
36 89 200 0
36 90 200 0
36 91 200 0
36 92 200 0
36 93 200 0
36 94 200 0
36 95 200 0
36 96 200 0
36 97 200 0
36 98 200 0
36 99 200 0
36 100 200 0
37 38 1 1
37 39 200 0
37 40 200 0
37 41 200 0
37 42 200 0
37 43 200 0
37 44 200 0
37 45 200 0
37 46 200 0
37 47 200 0
37 48 200 0
37 49 200 0
37 50 200 0
37 51 200 0
37 52 200 0
37 53 200 0
37 54 200 0
37 55 200 0
37 56 200 0
37 57 200 0
37 58 200 0
37 59 200 0
37 60 200 0
37 61 200 0
37 62 200 0
37 63 200 0
37 64 200 0
37 65 200 0
37 66 200 0
37 67 200 0
37 68 200 0
37 69 200 0
37 70 200 0
37 71 200 0
37 72 200 0
37 73 200 0
37 74 200 0
37 75 200 0
37 76 200 0
37 77 200 0
37 78 200 0
37 79 200 0
37 80 200 0
37 81 200 0
37 82 200 0
37 83 200 0
37 84 200 0
37 85 200 0
37 86 200 0
37 87 200 0
37 88 200 0
37 89 200 0
37 90 200 0
37 91 200 0
37 92 200 0
37 93 200 0
37 94 200 0
37 95 200 0
37 96 200 0
37 97 200 0
37 98 200 0
37 99 200 0
37 100 200 0
38 39 1 1
38 40 200 0
38 41 200 0
38 42 200 0
38 43 200 0
38 44 200 0
38 45 200 0
38 46 200 0
38 47 200 0
38 48 200 0
38 49 200 0
38 50 200 0
38 51 200 0
38 52 200 0
38 53 200 0
38 54 200 0
38 55 200 0
38 56 200 0
38 57 200 0
38 58 200 0
38 59 200 0
38 60 200 0
38 61 200 0
38 62 200 0
38 63 200 0
38 64 200 0
38 65 200 0
38 66 200 0
38 67 200 0
38 68 200 0
38 69 200 0
38 70 200 0
38 71 200 0
38 72 200 0
38 73 200 0
38 74 200 0
38 75 200 0
38 76 200 0
38 77 200 0
38 78 200 0
38 79 200 0
38 80 200 0
38 81 200 0
38 82 200 0
38 83 200 0
38 84 200 0
38 85 200 0
38 86 200 0
38 87 200 0
38 88 200 0
38 89 200 0
38 90 200 0
38 91 200 0
38 92 200 0
38 93 200 0
38 94 200 0
38 95 200 0
38 96 200 0
38 97 200 0
38 98 200 0
38 99 200 0
38 100 200 0
39 40 1 1
39 41 200 0
39 42 200 0
39 43 200 0
39 44 200 0
39 45 200 0
39 46 200 0
39 47 200 0
39 48 200 0
39 49 200 0
39 50 200 0
39 51 200 0
39 52 200 0
39 53 200 0
39 54 200 0
39 55 200 0
39 56 200 0
39 57 200 0
39 58 200 0
39 59 200 0
39 60 200 0
39 61 200 0
39 62 200 0
39 63 200 0
39 64 200 0
39 65 200 0
39 66 200 0
39 67 200 0
39 68 200 0
39 69 200 0
39 70 200 0
39 71 200 0
39 72 200 0
39 73 200 0
39 74 200 0
39 75 200 0
39 76 200 0
39 77 200 0
39 78 200 0
39 79 200 0
39 80 200 0
39 81 200 0
39 82 200 0
39 83 200 0
39 84 200 0
39 85 200 0
39 86 200 0
39 87 200 0
39 88 200 0
39 89 200 0
39 90 200 0
39 91 200 0
39 92 200 0
39 93 200 0
39 94 200 0
39 95 200 0
39 96 200 0
39 97 200 0
39 98 200 0
39 99 200 0
39 100 200 0
40 41 1 1
40 42 200 0
40 43 200 0
40 44 200 0
40 45 200 0
40 46 200 0
40 47 200 0
40 48 200 0
40 49 200 0
40 50 200 0
40 51 200 0
40 52 200 0
40 53 200 0
40 54 200 0
40 55 200 0
40 56 200 0
40 57 200 0
40 58 200 0
40 59 200 0
40 60 200 0
40 61 200 0
40 62 200 0
40 63 200 0
40 64 200 0
40 65 200 0
40 66 200 0
40 67 200 0
40 68 200 0
40 69 200 0
40 70 200 0
40 71 200 0
40 72 200 0
40 73 200 0
40 74 200 0
40 75 200 0
40 76 200 0
40 77 200 0
40 78 200 0
40 79 200 0
40 80 200 0
40 81 200 0
40 82 200 0
40 83 200 0
40 84 200 0
40 85 200 0
40 86 200 0
40 87 200 0
40 88 200 0
40 89 200 0
40 90 200 0
40 91 200 0
40 92 200 0
40 93 200 0
40 94 200 0
40 95 200 0
40 96 200 0
40 97 200 0
40 98 200 0
40 99 200 0
40 100 200 0
41 42 1 1
41 43 200 0
41 44 200 0
41 45 200 0
41 46 200 0
41 47 200 0
41 48 200 0
41 49 200 0
41 50 200 0
41 51 200 0
41 52 200 0
41 53 200 0
41 54 200 0
41 55 200 0
41 56 200 0
41 57 200 0
41 58 200 0
41 59 200 0
41 60 200 0
41 61 200 0
41 62 200 0
41 63 200 0
41 64 200 0
41 65 200 0
41 66 200 0
41 67 200 0
41 68 200 0
41 69 200 0
41 70 200 0
41 71 200 0
41 72 200 0
41 73 200 0
41 74 200 0
41 75 200 0
41 76 200 0
41 77 200 0
41 78 200 0
41 79 200 0
41 80 200 0
41 81 200 0
41 82 200 0
41 83 200 0
41 84 200 0
41 85 200 0
41 86 200 0
41 87 200 0
41 88 200 0
41 89 200 0
41 90 200 0
41 91 200 0
41 92 200 0
41 93 200 0
41 94 200 0
41 95 200 0
41 96 200 0
41 97 200 0
41 98 200 0
41 99 200 0
41 100 200 0
42 43 1 1
42 44 200 0
42 45 200 0
42 46 200 0
42 47 200 0
42 48 200 0
42 49 200 0
42 50 200 0
42 51 200 0
42 52 200 0
42 53 200 0
42 54 200 0
42 55 200 0
42 56 200 0
42 57 200 0
42 58 200 0
42 59 200 0
42 60 200 0
42 61 200 0
42 62 200 0
42 63 200 0
42 64 200 0
42 65 200 0
42 66 200 0
42 67 200 0
42 68 200 0
42 69 200 0
42 70 200 0
42 71 200 0
42 72 200 0
42 73 200 0
42 74 200 0
42 75 200 0
42 76 200 0
42 77 200 0
42 78 200 0
42 79 200 0
42 80 200 0
42 81 200 0
42 82 200 0
42 83 200 0
42 84 200 0
42 85 200 0
42 86 200 0
42 87 200 0
42 88 200 0
42 89 200 0
42 90 200 0
42 91 200 0
42 92 200 0
42 93 200 0
42 94 200 0
42 95 200 0
42 96 200 0
42 97 200 0
42 98 200 0
42 99 200 0
42 100 200 0
43 44 1 1
43 45 200 0
43 46 200 0
43 47 200 0
43 48 200 0
43 49 200 0
43 50 200 0
43 51 200 0
43 52 200 0
43 53 200 0
43 54 200 0
43 55 200 0
43 56 200 0
43 57 200 0
43 58 200 0
43 59 200 0
43 60 200 0
43 61 200 0
43 62 200 0
43 63 200 0
43 64 200 0
43 65 200 0
43 66 200 0
43 67 200 0
43 68 200 0
43 69 200 0
43 70 200 0
43 71 200 0
43 72 200 0
43 73 200 0
43 74 200 0
43 75 200 0
43 76 200 0
43 77 200 0
43 78 200 0
43 79 200 0
43 80 200 0
43 81 200 0
43 82 200 0
43 83 200 0
43 84 200 0
43 85 200 0
43 86 200 0
43 87 200 0
43 88 200 0
43 89 200 0
43 90 200 0
43 91 200 0
43 92 200 0
43 93 200 0
43 94 200 0
43 95 200 0
43 96 200 0
43 97 200 0
43 98 200 0
43 99 200 0
43 100 200 0
44 45 1 1
44 46 200 0
44 47 200 0
44 48 200 0
44 49 200 0
44 50 200 0
44 51 200 0
44 52 200 0
44 53 200 0
44 54 200 0
44 55 200 0
44 56 200 0
44 57 200 0
44 58 200 0
44 59 200 0
44 60 200 0
44 61 200 0
44 62 200 0
44 63 200 0
44 64 200 0
44 65 200 0
44 66 200 0
44 67 200 0
44 68 200 0
44 69 200 0
44 70 200 0
44 71 200 0
44 72 200 0
44 73 200 0
44 74 200 0
44 75 200 0
44 76 200 0
44 77 200 0
44 78 200 0
44 79 200 0
44 80 200 0
44 81 200 0
44 82 200 0
44 83 200 0
44 84 200 0
44 85 200 0
44 86 200 0
44 87 200 0
